,ISU_CD,ISU_SRT_CD,ISU_NM,ISU_ABBRV,ISU_ENG_NM,LIST_DD,LSTTRD_DD,EXP_DD,ELW_ULY_TP_NM,ULY_NM,LIST_SHRS,ISUR_NM,ELW_CONV_RTO,RGHT_TP_NM,ELW_EXER_TP,EXER_PRC,LP_NM,ORD_SPD_RTO,ELW_LST_SETL_METHD
1059,KRA521290DA9,52JN96,미래에셋증권(주) 주식워런트증권 제JN96호,미래JN96네이버풋,MIRAE ASSET SECURITIES ELW JN96,2023/10/18,2024/03/14,2024/03/18,주식,NAVER,"62,500,000",미래에셋증권,0.002,풋,유럽형,"193,500",미래에셋증권,15,현금결제
1060,KRA521291DA7,52JN97,미래에셋증권(주) 주식워런트증권 제JN97호,미래JN97네이버풋,MIRAE ASSET SECURITIES ELW JN97,2023/10/18,2024/06/13,2024/06/17,주식,NAVER,"38,500,000",미래에셋증권,0.002,풋,유럽형,"198,000",미래에셋증권,15,현금결제
1061,KRA521193DA5,52JN99,미래에셋증권(주) 주식워런트증권 제JN99호,미래JN99SK이노콜,MIRAE ASSET SECURITIES ELW JN99,2023/10/18,2024/01/11,2024/01/15,주식,SK이노베이션,"8,200,000",미래에셋증권,0.005,콜,유럽형,"155,000",미래에셋증권,15,현금결제
1062,KRA521194DA3,52JP00,미래에셋증권(주) 주식워런트증권 제JP00호,미래JP00SK이노콜,MIRAE ASSET SECURITIES ELW JP00,2023/10/18,2024/02/08,2024/02/14,주식,SK이노베이션,"9,200,000",미래에셋증권,0.005,콜,유럽형,"164,000",미래에셋증권,15,현금결제
1063,KRA521195DA0,52JP01,미래에셋증권(주) 주식워런트증권 제JP01호,미래JP01SK이노콜,MIRAE ASSET SECURITIES ELW JP01,2023/10/18,2024/03/14,2024/03/18,주식,SK이노베이션,"8,900,000",미래에셋증권,0.005,콜,유럽형,"167,500",미래에셋증권,15,현금결제
1064,KRA521196DA8,52JP02,미래에셋증권(주) 주식워런트증권 제JP02호,미래JP02SK이노콜,MIRAE ASSET SECURITIES ELW JP02,2023/10/18,2024/03/14,2024/03/18,주식,SK이노베이션,"7,300,000",미래에셋증권,0.005,콜,유럽형,"158,000",미래에셋증권,15,현금결제
1065,KRA521197DA6,52JP03,미래에셋증권(주) 주식워런트증권 제JP03호,미래JP03SK이노콜,MIRAE ASSET SECURITIES ELW JP03,2023/10/18,2024/04/11,2024/04/15,주식,SK이노베이션,"9,100,000",미래에셋증권,0.005,콜,유럽형,"174,000",미래에셋증권,15,현금결제
1066,KRA521198DA4,52JP04,미래에셋증권(주) 주식워런트증권 제JP04호,미래JP04SK이노콜,MIRAE ASSET SECURITIES ELW JP04,2023/10/18,2024/05/09,2024/05/13,주식,SK이노베이션,"6,800,000",미래에셋증권,0.005,콜,유럽형,"161,000",미래에셋증권,15,현금결제
1067,KRA521199DA2,52JP05,미래에셋증권(주) 주식워런트증권 제JP05호,미래JP05SK이노콜,MIRAE ASSET SECURITIES ELW JP05,2023/10/18,2024/06/13,2024/06/17,주식,SK이노베이션,"7,400,000",미래에셋증권,0.005,콜,유럽형,"171,000",미래에셋증권,15,현금결제
1068,KRA5211A1DA5,52JP07,미래에셋증권(주) 주식워런트증권 제JP07호,미래JP07LG생건콜,MIRAE ASSET SECURITIES ELW JP07,2023/10/18,2024/01/11,2024/01/15,주식,LG생활건강,"9,900,000",미래에셋증권,0.002,콜,유럽형,"428,000",미래에셋증권,15,현금결제
1069,KRA5211A4DA9,52JP10,미래에셋증권(주) 주식워런트증권 제JP10호,미래JP10LG생건콜,MIRAE ASSET SECURITIES ELW JP10,2023/10/18,2024/03/14,2024/03/18,주식,LG생활건강,"16,200,000",미래에셋증권,0.002,콜,유럽형,"502,000",미래에셋증권,15,현금결제
1070,KRA5211A5DA6,52JP11,미래에셋증권(주) 주식워런트증권 제JP11호,미래JP11LG생건콜,MIRAE ASSET SECURITIES ELW JP11,2023/10/18,2024/03/14,2024/03/18,주식,LG생활건강,"12,000,000",미래에셋증권,0.002,콜,유럽형,"471,500",미래에셋증권,15,현금결제
1071,KRA5211A6DA4,52JP12,미래에셋증권(주) 주식워런트증권 제JP12호,미래JP12LG생건콜,MIRAE ASSET SECURITIES ELW JP12,2023/10/18,2024/04/11,2024/04/15,주식,LG생활건강,"12,700,000",미래에셋증권,0.002,콜,유럽형,"492,000",미래에셋증권,15,현금결제
1072,KRA5211A7DA2,52JP13,미래에셋증권(주) 주식워런트증권 제JP13호,미래JP13LG생건콜,MIRAE ASSET SECURITIES ELW JP13,2023/10/18,2024/05/09,2024/05/13,주식,LG생활건강,"12,500,000",미래에셋증권,0.002,콜,유럽형,"502,000",미래에셋증권,15,현금결제
1073,KRA5211A8DA0,52JP14,미래에셋증권(주) 주식워런트증권 제JP14호,미래JP14LG생건콜,MIRAE ASSET SECURITIES ELW JP14,2023/10/18,2024/06/13,2024/06/17,주식,LG생활건강,"12,100,000",미래에셋증권,0.002,콜,유럽형,"513,000",미래에셋증권,15,현금결제
1074,KRA5211A9DA8,52JP15,미래에셋증권(주) 주식워런트증권 제JP15호,미래JP15포스코퓨콜,MIRAE ASSET SECURITIES ELW JP15,2023/10/18,2024/01/11,2024/01/15,주식,포스코퓨처엠,"8,900,000",미래에셋증권,0.002,콜,유럽형,"401,500",미래에셋증권,15,현금결제
1075,KRA5211AADA8,52JP16,미래에셋증권(주) 주식워런트증권 제JP16호,미래JP16포스코퓨콜,MIRAE ASSET SECURITIES ELW JP16,2023/10/18,2024/02/08,2024/02/14,주식,포스코퓨처엠,"8,300,000",미래에셋증권,0.002,콜,유럽형,"409,500",미래에셋증권,15,현금결제
1076,KRA5211ABDA6,52JP17,미래에셋증권(주) 주식워런트증권 제JP17호,미래JP17포스코퓨콜,MIRAE ASSET SECURITIES ELW JP17,2023/10/18,2024/02/08,2024/02/14,주식,포스코퓨처엠,"6,700,000",미래에셋증권,0.002,콜,유럽형,"380,000",미래에셋증권,15,현금결제
1077,KRA5211ACDA4,52JP18,미래에셋증권(주) 주식워런트증권 제JP18호,미래JP18포스코퓨콜,MIRAE ASSET SECURITIES ELW JP18,2023/10/18,2024/03/14,2024/03/18,주식,포스코퓨처엠,"6,700,000",미래에셋증권,0.002,콜,유럽형,"394,000",미래에셋증권,15,현금결제
1078,KRA5211ADDA2,52JP19,미래에셋증권(주) 주식워런트증권 제JP19호,미래JP19포스코퓨콜,MIRAE ASSET SECURITIES ELW JP19,2023/10/18,2024/04/11,2024/04/15,주식,포스코퓨처엠,"6,000,000",미래에셋증권,0.002,콜,유럽형,"387,000",미래에셋증권,15,현금결제
1079,KRA5211AEDA0,52JP20,미래에셋증권(주) 주식워런트증권 제JP20호,미래JP20포스코퓨콜,MIRAE ASSET SECURITIES ELW JP20,2023/10/18,2024/06/13,2024/06/17,주식,포스코퓨처엠,"5,700,000",미래에셋증권,0.002,콜,유럽형,"401,500",미래에셋증권,15,현금결제
1080,KRA5211AFDA7,52JP21,미래에셋증권(주) 주식워런트증권 제JP21호,미래JP21LG이노텍콜,MIRAE ASSET SECURITIES ELW JP21,2023/10/18,2024/01/11,2024/01/15,주식,LG이노텍,"29,500,000",미래에셋증권,0.002,콜,유럽형,"244,500",미래에셋증권,15,현금결제
1081,KRA5211AGDA5,52JP22,미래에셋증권(주) 주식워런트증권 제JP22호,미래JP22LG이노텍콜,MIRAE ASSET SECURITIES ELW JP22,2023/10/18,2024/02/08,2024/02/14,주식,LG이노텍,"32,300,000",미래에셋증권,0.002,콜,유럽형,"254,500",미래에셋증권,15,현금결제
1082,KRA5211AHDA3,52JP23,미래에셋증권(주) 주식워런트증권 제JP23호,미래JP23LG이노텍콜,MIRAE ASSET SECURITIES ELW JP23,2023/10/18,2024/03/14,2024/03/18,주식,LG이노텍,"35,800,000",미래에셋증권,0.002,콜,유럽형,"265,500",미래에셋증권,15,현금결제
1083,KRA5211AJDA9,52JP24,미래에셋증권(주) 주식워런트증권 제JP24호,미래JP24LG이노텍콜,MIRAE ASSET SECURITIES ELW JP24,2023/10/18,2024/03/14,2024/03/18,주식,LG이노텍,"18,200,000",미래에셋증권,0.002,콜,유럽형,"235,000",미래에셋증권,15,현금결제
1084,KRA5211AKDA7,52JP25,미래에셋증권(주) 주식워런트증권 제JP25호,미래JP25LG이노텍콜,MIRAE ASSET SECURITIES ELW JP25,2023/10/18,2024/04/11,2024/04/15,주식,LG이노텍,"27,100,000",미래에셋증권,0.002,콜,유럽형,"260,000",미래에셋증권,15,현금결제
1085,KRA5211ALDA5,52JP26,미래에셋증권(주) 주식워런트증권 제JP26호,미래JP26LG이노텍콜,MIRAE ASSET SECURITIES ELW JP26,2023/10/18,2024/05/09,2024/05/13,주식,LG이노텍,"30,400,000",미래에셋증권,0.002,콜,유럽형,"271,500",미래에셋증권,15,현금결제
1086,KRA5212AMDA1,52JP27,미래에셋증권(주) 주식워런트증권 제JP27호,미래JP27LG이노텍풋,MIRAE ASSET SECURITIES ELW JP27,2023/10/18,2024/03/14,2024/03/18,주식,LG이노텍,"55,600,000",미래에셋증권,0.002,풋,유럽형,"220,500",미래에셋증권,15,현금결제
1087,KRA5211ANDA1,52JP28,미래에셋증권(주) 주식워런트증권 제JP28호,미래JP28한국전력콜,MIRAE ASSET SECURITIES ELW JP28,2023/10/18,2024/01/11,2024/01/15,주식,한국전력,"15,000,000",미래에셋증권,0.05,콜,유럽형,"17,700",미래에셋증권,15,현금결제
1088,KRA5211APDA6,52JP29,미래에셋증권(주) 주식워런트증권 제JP29호,미래JP29한국전력콜,MIRAE ASSET SECURITIES ELW JP29,2023/10/18,2024/02/08,2024/02/14,주식,한국전력,"18,200,000",미래에셋증권,0.05,콜,유럽형,"18,400",미래에셋증권,15,현금결제
1089,KRA5211AQDA4,52JP30,미래에셋증권(주) 주식워런트증권 제JP30호,미래JP30한국전력콜,MIRAE ASSET SECURITIES ELW JP30,2023/10/18,2024/02/08,2024/02/14,주식,한국전력,"10,300,000",미래에셋증권,0.05,콜,유럽형,"17,000",미래에셋증권,15,현금결제
1090,KRA5211ARDA2,52JP31,미래에셋증권(주) 주식워런트증권 제JP31호,미래JP31한국전력콜,MIRAE ASSET SECURITIES ELW JP31,2023/10/18,2024/03/14,2024/03/18,주식,한국전력,"13,600,000",미래에셋증권,0.05,콜,유럽형,"18,000",미래에셋증권,15,현금결제
1091,KRA5211ASDA0,52JP32,미래에셋증권(주) 주식워런트증권 제JP32호,미래JP32한국전력콜,MIRAE ASSET SECURITIES ELW JP32,2023/10/18,2024/04/11,2024/04/15,주식,한국전력,"14,300,000",미래에셋증권,0.05,콜,유럽형,"18,400",미래에셋증권,15,현금결제
1092,KRA5211ATDA8,52JP33,미래에셋증권(주) 주식워런트증권 제JP33호,미래JP33한국전력콜,MIRAE ASSET SECURITIES ELW JP33,2023/10/18,2024/05/09,2024/05/13,주식,한국전력,"19,700,000",미래에셋증권,0.05,콜,유럽형,"19,500",미래에셋증권,15,현금결제
1093,KRA5211AVDA4,52JP34,미래에셋증권(주) 주식워런트증권 제JP34호,미래JP34한국전력콜,MIRAE ASSET SECURITIES ELW JP34,2023/10/18,2024/06/13,2024/06/17,주식,한국전력,"15,200,000",미래에셋증권,0.05,콜,유럽형,"19,100",미래에셋증권,15,현금결제
1094,KRA5212AWDA0,52JP35,미래에셋증권(주) 주식워런트증권 제JP35호,미래JP35한국전력풋,MIRAE ASSET SECURITIES ELW JP35,2023/10/18,2024/03/14,2024/03/18,주식,한국전력,"47,700,000",미래에셋증권,0.05,풋,유럽형,"17,000",미래에셋증권,15,현금결제
1095,KRA5211AXDA0,52JP36,미래에셋증권(주) 주식워런트증권 제JP36호,미래JP36기아콜,MIRAE ASSET SECURITIES ELW JP36,2023/10/18,2024/02/08,2024/02/14,주식,기아,"28,600,000",미래에셋증권,0.01,콜,유럽형,"81,000",미래에셋증권,15,현금결제
1096,KRA5211AYDA8,52JP37,미래에셋증권(주) 주식워런트증권 제JP37호,미래JP37기아콜,MIRAE ASSET SECURITIES ELW JP37,2023/10/18,2024/05/09,2024/05/13,주식,기아,"28,600,000",미래에셋증권,0.01,콜,유럽형,"86,400",미래에셋증권,15,현금결제
1097,KRA5211AZDA5,52JP38,미래에셋증권(주) 주식워런트증권 제JP38호,미래JP38하나금융콜,MIRAE ASSET SECURITIES ELW JP38,2023/10/18,2024/01/11,2024/01/15,주식,하나금융지주,"34,500,000",미래에셋증권,0.02,콜,유럽형,"40,900",미래에셋증권,15,현금결제
1098,KRA5211B0DA6,52JP39,미래에셋증권(주) 주식워런트증권 제JP39호,미래JP39하나금융콜,MIRAE ASSET SECURITIES ELW JP39,2023/10/18,2024/02/08,2024/02/14,주식,하나금융지주,"40,000,000",미래에셋증권,0.02,콜,유럽형,"42,700",미래에셋증권,15,현금결제
1099,KRA5211B1DA4,52JP40,미래에셋증권(주) 주식워런트증권 제JP40호,미래JP40하나금융콜,MIRAE ASSET SECURITIES ELW JP40,2023/10/18,2024/03/14,2024/03/18,주식,하나금융지주,"35,800,000",미래에셋증권,0.02,콜,유럽형,"43,600",미래에셋증권,15,현금결제
1100,KRA5211B2DA2,52JP41,미래에셋증권(주) 주식워런트증권 제JP41호,미래JP41하나금융콜,MIRAE ASSET SECURITIES ELW JP41,2023/10/18,2024/03/14,2024/03/18,주식,하나금융지주,"19,700,000",미래에셋증권,0.02,콜,유럽형,"40,100",미래에셋증권,15,현금결제
1101,KRA5211B3DA0,52JP42,미래에셋증권(주) 주식워런트증권 제JP42호,미래JP42하나금융콜,MIRAE ASSET SECURITIES ELW JP42,2023/10/18,2024/06/13,2024/06/17,주식,하나금융지주,"25,700,000",미래에셋증권,0.02,콜,유럽형,"44,600",미래에셋증권,15,현금결제
1102,KRA5211B4DA8,52JP43,미래에셋증권(주) 주식워런트증권 제JP43호,미래JP43현대차콜,MIRAE ASSET SECURITIES ELW JP43,2023/10/18,2024/02/08,2024/02/14,주식,현대차,"32,300,000",미래에셋증권,0.005,콜,유럽형,"197,500",미래에셋증권,15,현금결제
1103,KRA5211B5DA5,52JP44,미래에셋증권(주) 주식워런트증권 제JP44호,미래JP44현대차콜,MIRAE ASSET SECURITIES ELW JP44,2023/10/18,2024/02/08,2024/02/14,주식,현대차,"14,100,000",미래에셋증권,0.005,콜,유럽형,"178,500",미래에셋증권,15,현금결제
1104,KRA5211B6DA3,52JP45,미래에셋증권(주) 주식워런트증권 제JP45호,미래JP45현대차콜,MIRAE ASSET SECURITIES ELW JP45,2023/10/18,2024/03/14,2024/03/18,주식,현대차,"16,200,000",미래에셋증권,0.005,콜,유럽형,"185,500",미래에셋증권,15,현금결제
1105,KRA5211B7DA1,52JP46,미래에셋증권(주) 주식워런트증권 제JP46호,미래JP46현대차콜,MIRAE ASSET SECURITIES ELW JP46,2023/10/18,2024/04/11,2024/04/15,주식,현대차,"18,600,000",미래에셋증권,0.005,콜,유럽형,"193,000",미래에셋증권,15,현금결제
1106,KRA5211B8DA9,52JP47,미래에셋증권(주) 주식워런트증권 제JP47호,미래JP47현대차콜,MIRAE ASSET SECURITIES ELW JP47,2023/10/18,2024/05/09,2024/05/13,주식,현대차,"14,800,000",미래에셋증권,0.005,콜,유럽형,"189,000",미래에셋증권,15,현금결제
1107,KRA5211B9DA7,52JP48,미래에셋증권(주) 주식워런트증권 제JP48호,미래JP48현대차콜,MIRAE ASSET SECURITIES ELW JP48,2023/10/18,2024/06/13,2024/06/17,주식,현대차,"22,300,000",미래에셋증권,0.005,콜,유럽형,"206,000",미래에셋증권,15,현금결제
1108,KRA5212BADA4,52JP49,미래에셋증권(주) 주식워런트증권 제JP49호,미래JP49현대차풋,MIRAE ASSET SECURITIES ELW JP49,2023/10/18,2024/01/11,2024/01/15,주식,현대차,"23,900,000",미래에셋증권,0.005,풋,유럽형,"182,000",미래에셋증권,15,현금결제
1109,KRA5212BBDA2,52JP50,미래에셋증권(주) 주식워런트증권 제JP50호,미래JP50현대차풋,MIRAE ASSET SECURITIES ELW JP50,2023/10/18,2024/03/14,2024/03/18,주식,현대차,"26,400,000",미래에셋증권,0.005,풋,유럽형,"175,000",미래에셋증권,15,현금결제
1110,KRA5211BCDA2,52JP51,미래에셋증권(주) 주식워런트증권 제JP51호,미래JP51삼성SDI콜,MIRAE ASSET SECURITIES ELW JP51,2023/10/18,2024/01/11,2024/01/15,주식,삼성SDI,"13,600,000",미래에셋증권,0.001,콜,유럽형,"535,000",미래에셋증권,15,현금결제
1111,KRA5211BDDA0,52JP52,미래에셋증권(주) 주식워런트증권 제JP52호,미래JP52삼성SDI콜,MIRAE ASSET SECURITIES ELW JP52,2023/10/18,2024/03/14,2024/03/18,주식,삼성SDI,"13,400,000",미래에셋증권,0.001,콜,유럽형,"555,000",미래에셋증권,15,현금결제
1112,KRA5211BEDA8,52JP53,미래에셋증권(주) 주식워런트증권 제JP53호,미래JP53삼성SDI콜,MIRAE ASSET SECURITIES ELW JP53,2023/10/18,2024/05/09,2024/05/13,주식,삼성SDI,"17,600,000",미래에셋증권,0.001,콜,유럽형,"613,000",미래에셋증권,15,현금결제
1113,KRA5211BFDA5,52JP54,미래에셋증권(주) 주식워런트증권 제JP54호,미래JP54삼성SDI콜,MIRAE ASSET SECURITIES ELW JP54,2023/10/18,2024/06/13,2024/06/17,주식,삼성SDI,"18,900,000",미래에셋증권,0.001,콜,유럽형,"640,000",미래에셋증권,15,현금결제
