short_code,full_code,codeName,marketCode,marketName,marketEngName,ord1,ord2
379390,KR7379390008,이성씨엔아이,KNX,코넥스,KONEX,,16
457190,KR7457190007,이수스페셜티케미컬,STK,유가증권,KOSPI,,16
086890,KR7086890001,이수앱지스,KSQ,코스닥,KOSDAQ,,16
007660,KR7007660004,이수페타시스,STK,유가증권,KOSPI,,16
005950,KR7005950001,이수화학,STK,유가증권,KOSPI,,16
015020,KR7015020001,이스타코,STK,유가증권,KOSPI,,16
047560,KR7047560008,이스트소프트,KSQ,코스닥,KOSDAQ,,16
900110,HK0000057197,이스트아시아홀딩스,KSQ,코스닥,KOSDAQ,,16
067010,KR7067010009,이씨에스,KSQ,코스닥,KOSDAQ,,16
093230,KR7093230001,이아이디,STK,유가증권,KOSPI,,16
341310,KR7341310001,이앤에치,KNX,코넥스,KONEX,,16
102710,KR7102710001,이엔에프테크놀로지,KSQ,코스닥,KOSDAQ,,16
074610,KR7074610007,이엔플러스,STK,유가증권,KOSPI,,16
063760,KR7063760003,이엘피,KSQ,코스닥,KOSDAQ,,16
123570,KR7123570004,이엠넷,KSQ,코스닥,KOSDAQ,,16
083470,KR7083470005,이엠앤아이,KSQ,코스닥,KOSDAQ,,16
095190,KR7095190005,이엠코리아,KSQ,코스닥,KOSDAQ,,16
091120,KR7091120006,이엠텍,KSQ,코스닥,KOSDAQ,,16
232530,KR7232530006,이엠티,KNX,코넥스,KONEX,,16
102460,KR7102460003,이연제약,STK,유가증권,KOSPI,,16
039030,KR7039030002,이오테크닉스,KSQ,코스닥,KOSDAQ GLOBAL,,16
294090,KR7294090006,이오플로우,KSQ,코스닥,KOSDAQ,,16
088290,KR7088290002,이원컴포텍,KSQ,코스닥,KOSDAQ,,16
084680,KR7084680008,이월드,STK,유가증권,KOSPI,,16
181340,KR7181340001,이즈미디어,KSQ,코스닥,KOSDAQ,,16
353810,KR7353810005,이지바이오,KSQ,코스닥,KOSDAQ,,16
350520,KR7350520003,이지스레지던스리츠,STK,유가증권,KOSPI,,16
334890,KR7334890001,이지스밸류리츠,STK,유가증권,KOSPI,,16
099750,KR7099750002,이지케어텍,KSQ,코스닥,KOSDAQ,,16
377330,KR7377330006,이지트로닉스,KSQ,코스닥,KOSDAQ,,16
035810,KR7035810001,이지홀딩스,KSQ,코스닥,KOSDAQ,,16
160600,KR7160600003,이큐셀,KSQ,코스닥,KOSDAQ,,16
092130,KR7092130004,이크레더블,KSQ,코스닥,KOSDAQ,,16
096040,KR7096040001,이트론,KSQ,코스닥,KOSDAQ,,16
134060,KR7134060003,이퓨쳐,KSQ,코스닥,KOSDAQ,,16
001840,KR7001840008,이화공영,KSQ,코스닥,KOSDAQ,,16
000760,KR7000760009,이화산업,STK,유가증권,KOSPI,,16
024810,KR7024810004,이화전기,KSQ,코스닥,KOSDAQ,,16
014990,KR7014990006,인디에프,STK,유가증권,KOSPI,,16
041830,KR7041830001,인바디,KSQ,코스닥,KOSDAQ,,16
352940,KR7352940001,인바이오,KSQ,코스닥,KOSDAQ,,16
101140,KR7101140002,인바이오젠,STK,유가증권,KOSPI,,16
216400,KR7216400002,인바이츠바이오코아,KNX,코넥스,KONEX,,16
079950,KR7079950002,인베니아,KSQ,코스닥,KOSDAQ,,16
389470,KR7389470006,인벤티지랩,KSQ,코스닥,KOSDAQ,,16
277410,KR7277410007,인산가,KSQ,코스닥,KOSDAQ,,16
060150,KR7060150000,인선이엔티,KSQ,코스닥,KOSDAQ,,16
033230,KR7033230004,인성정보,KSQ,코스닥,KOSDAQ,,16
450520,KR7450520002,인스웨이브시스템즈,KSQ,코스닥,KOSDAQ,,16
006490,KR7006490007,인스코비,STK,유가증권,KOSPI,,16
037330,KR7037330008,인지디스플레,KSQ,코스닥,KOSDAQ,,16
100030,KR7100030006,인지소프트,KSQ,코스닥,KOSDAQ,,16
023800,KR7023800006,인지컨트롤스,STK,유가증권,KOSPI,,16
034590,KR7034590000,인천도시가스,STK,유가증권,KOSPI,,16
211050,KR7211050000,인카금융서비스,KSQ,코스닥,KOSDAQ,,16
083640,KR7083640003,인콘,KSQ,코스닥,KOSDAQ,,16
216050,KR7216050005,인크로스,KSQ,코스닥,KOSDAQ,,16
049070,KR7049070006,인탑스,KSQ,코스닥,KOSDAQ GLOBAL,,16
119610,KR7119610004,인터로조,KSQ,코스닥,KOSDAQ,,16
017250,KR7017250002,인터엠,KSQ,코스닥,KOSDAQ,,16
129260,KR7129260006,인터지스,STK,유가증권,KOSPI,,16
051370,KR7051370005,인터플렉스,KSQ,코스닥,KOSDAQ,,16
064290,KR7064290000,인텍플러스,KSQ,코스닥,KOSDAQ,,16
189300,KR7189300007,인텔리안테크,KSQ,코스닥,KOSDAQ,,16
150840,KR7150840007,인트로메딕,KSQ,코스닥,KOSDAQ,,16
048530,KR7048530000,인트론바이오,KSQ,코스닥,KOSDAQ,,16
023810,KR7023810005,인팩,STK,유가증권,KOSPI,,16
175140,KR7175140003,인포마크,KSQ,코스닥,KOSDAQ,,16
115310,KR7115310005,인포바인,KSQ,코스닥,KOSDAQ,,16
039290,KR7039290002,인포뱅크,KSQ,코스닥,KOSDAQ,,16
071200,KR7071200000,인피니트헬스케어,KSQ,코스닥,KOSDAQ,,16
101930,KR7101930006,인화정공,KSQ,코스닥,KOSDAQ,,16
249420,KR7249420001,일동제약,STK,유가증권,KOSPI,,16
000230,KR7000230003,일동홀딩스,STK,유가증권,KOSPI,,16
013360,KR7013360003,일성건설,STK,유가증권,KOSPI,,16
003120,KR7003120003,일성신약,STK,유가증권,KOSPI,,16
333430,KR7333430007,일승,KSQ,코스닥,KOSDAQ,,16
068330,KR7068330000,일신바이오,KSQ,코스닥,KOSDAQ,,16
003200,KR7003200003,일신방직,STK,유가증권,KOSPI,,16
007110,KR7007110000,일신석재,STK,유가증권,KOSPI,,16
007570,KR7007570005,일양약품,STK,유가증권,KOSPI,,16
007575,KR7007571003,일양약품우,STK,유가증권,KOSPI,,16
178780,KR7178780003,일월지엠엘,KSQ,코스닥,KOSDAQ,,16
008500,KR7008500001,일정실업,STK,유가증권,KOSPI,,16
019540,KR7019540004,일지테크,KSQ,코스닥,KOSDAQ,,16
081000,KR7081000002,일진다이아,STK,유가증권,KOSPI,,16
020760,KR7020760005,일진디스플,STK,유가증권,KOSPI,,16
103590,KR7103590006,일진전기,STK,유가증권,KOSPI,,16
094820,KR7094820008,일진파워,KSQ,코스닥,KOSDAQ,,16
271940,KR7271940009,일진하이솔루스,STK,유가증권,KOSPI,,16
015860,KR7015860000,일진홀딩스,STK,유가증권,KOSPI,,16
226320,KR7226320000,잇츠한불,STK,유가증권,KOSPI,,16
950140,KR8840110108,잉글우드랩,KSQ,코스닥,KOSDAQ,,16
049550,KR7049550007,잉크테크,KSQ,코스닥,KOSDAQ,,16
389020,KR7389020009,자람테크놀로지,KSQ,코스닥,KOSDAQ,,16
254120,KR7254120009,자비스,KSQ,코스닥,KOSDAQ,,16
043910,KR7043910009,자연과환경,KSQ,코스닥,KOSDAQ,,16
234920,KR7234920007,자이글,KSQ,코스닥,KOSDAQ,,16
289220,KR7289220006,자이언트스텝,KSQ,코스닥,KOSDAQ,,16
317400,KR7317400000,자이에스앤디,STK,유가증권,KOSPI,,16
033240,KR7033240003,자화전자,STK,유가증권,KOSPI,,16
174880,KR7174880005,장원테크,KSQ,코스닥,KOSDAQ,,16
049630,KR7049630007,재영솔루텍,KSQ,코스닥,KOSDAQ,,16
417840,KR7417840006,저스템,KSQ,코스닥,KOSDAQ,,16
000950,KR7000950006,전방,STK,유가증권,KOSPI,,16
110020,KR7110020005,전진바이오팜,KSQ,코스닥,KOSDAQ,,16
208140,KR7208140004,정다운,KSQ,코스닥,KOSDAQ,,16
040420,KR7040420002,정상제이엘에스,KSQ,코스닥,KOSDAQ,,16
045510,KR7045510005,정원엔시스,KSQ,코스닥,KOSDAQ,,16
217190,KR7217190008,제너셈,KSQ,코스닥,KOSDAQ,,16
095700,KR7095700001,제넥신,KSQ,코스닥,KOSDAQ,,16
072520,KR7072520000,제넨바이오,KSQ,코스닥,KOSDAQ,,16
122310,KR7122310006,제노레이,KSQ,코스닥,KOSDAQ,,16
361390,KR7361390008,제노코,KSQ,코스닥,KOSDAQ,,16
066830,KR7066830001,제노텍,KNX,코넥스,KONEX,,16
187420,KR7187420005,제노포커스,KSQ,코스닥,KOSDAQ,,16
225220,KR7225220003,제놀루션,KSQ,코스닥,KOSDAQ,,16
123330,KR7123330003,제닉,KSQ,코스닥,KOSDAQ,,16
159580,KR7159580000,제로투세븐,KSQ,코스닥,KOSDAQ,,16
147830,KR7147830004,제룡산업,KSQ,코스닥,KOSDAQ,,16
033100,KR7033100009,제룡전기,KSQ,코스닥,KOSDAQ,,16
079370,KR7079370003,제우스,KSQ,코스닥,KOSDAQ,,16
054950,KR7054950001,제이브이엠,KSQ,코스닥,KOSDAQ,,16
023440,KR7023440001,제이스코홀딩스,KSQ,코스닥,KOSDAQ,,16
090470,KR7090470006,제이스텍,KSQ,코스닥,KOSDAQ,,16
287410,KR7287410005,제이시스메디칼,KSQ,코스닥,KOSDAQ,,16
137950,KR7137950002,제이씨케미칼,KSQ,코스닥,KOSDAQ,,16
033320,KR7033320003,제이씨현시스템,KSQ,코스닥,KOSDAQ,,16
417500,KR7417500006,제이아이테크,KSQ,코스닥,KOSDAQ,,16
348950,KR7348950007,제이알글로벌리츠,STK,유가증권,KOSPI,,16
204270,KR7204270003,제이앤티씨,KSQ,코스닥,KOSDAQ,,16
194370,KR7194370003,제이에스코퍼레이션,STK,유가증권,KOSPI,,16
026040,KR7026040006,제이에스티나,KSQ,코스닥,KOSDAQ,,16
452160,KR7452160005,제이엔비,KSQ,코스닥,KOSDAQ,,16
126880,KR7126880004,제이엔케이히터,KSQ,코스닥,KOSDAQ,,16
322510,KR7322510009,제이엘케이,KSQ,코스닥,KOSDAQ,,16
254160,KR7254160005,제이엠멀티,KNX,코넥스,KONEX,,16
033050,KR7033050006,제이엠아이,KSQ,코스닥,KOSDAQ,,16
094970,KR7094970001,제이엠티,KSQ,코스닥,KOSDAQ,,16
418550,KR7418550000,제이오,KSQ,코스닥,KOSDAQ,,16
025620,KR7025620006,제이준코스메틱,STK,유가증권,KOSPI,,16
089790,KR7089790000,제이티,KSQ,코스닥,KOSDAQ,,16
030000,KR7030000004,제일기획,STK,유가증권,KOSPI,,16
052670,KR7052670007,제일바이오,KSQ,코스닥,KOSDAQ,,16
271980,KR7271980005,제일약품,STK,유가증권,KOSPI,,16
001560,KR7001560002,제일연마,STK,유가증권,KOSPI,,16
199820,KR7199820002,제일전기공업,KSQ,코스닥,KOSDAQ,,16
038010,KR7038010005,제일테크노스,KSQ,코스닥,KOSDAQ,,16
002620,KR7002620003,제일파마홀딩스,STK,유가증권,KOSPI,,16
276730,KR7276730009,제주맥주,KSQ,코스닥,KOSDAQ,,16
080220,KR7080220007,제주반도체,KSQ,코스닥,KOSDAQ,,16
006220,KR7006220008,제주은행,STK,유가증권,KOSPI,,16
089590,KR7089590004,제주항공,STK,유가증권,KOSPI,,16
216080,KR7216080002,제테마,KSQ,코스닥,KOSDAQ,,16
229000,KR7229000005,젠큐릭스,KSQ,코스닥,KOSDAQ,,16
248020,KR7248020000,젬,KNX,코넥스,KONEX,,16
082270,KR7082270000,젬백스,KSQ,코스닥,KOSDAQ,,16
064800,KR7064800006,젬백스링크,KSQ,코스닥,KOSDAQ,,16
044060,KR7044060002,조광ILI,KSQ,코스닥,KOSDAQ,,16
004910,KR7004910006,조광페인트,STK,유가증권,KOSPI,,16
004700,KR7004700001,조광피혁,STK,유가증권,KOSPI,,16
001550,KR7001550003,조비,STK,유가증권,KOSPI,,16
462520,KR7462520008,조선내화,STK,유가증권,KOSPI,,16
120030,KR7120030002,조선선재,STK,유가증권,KOSPI,,16
034940,KR7034940007,조아제약,KSQ,코스닥,KOSDAQ,,16
067000,KR7067000000,조이시티,KSQ,코스닥,KOSDAQ,,16
018470,KR7018470005,조일알미늄,STK,유가증권,KOSPI,,16
002600,KR7002600005,조흥,STK,유가증권,KOSPI,,16
185750,KR7185750007,종근당,STK,유가증권,KOSPI,,16
063160,KR7063160006,종근당바이오,STK,유가증권,KOSPI,,16
001630,KR7001630003,종근당홀딩스,STK,유가증권,KOSPI,,16
033340,KR7033340001,좋은사람들,KSQ,코스닥,KOSDAQ,,16
036930,KR7036930006,주성엔지니어링,KSQ,코스닥,KOSDAQ GLOBAL,,16
044380,KR7044380004,주연테크,STK,유가증권,KOSPI,,16
239340,KR7239340003,줌인터넷,KSQ,코스닥,KOSDAQ,,16
072020,KR7072020001,중앙백신,KSQ,코스닥,KOSDAQ,,16
000440,KR7000440008,중앙에너비스,KSQ,코스닥,KOSDAQ,,16
051980,KR7051980001,중앙첨단소재,KSQ,코스닥,KOSDAQ,,16
228760,KR7228760005,지노믹트리,KSQ,코스닥,KOSDAQ,,16
314130,KR7314130006,지놈앤컴퍼니,KSQ,코스닥,KOSDAQ,,16
013890,KR7013890009,지누스,STK,유가증권,KOSPI,,16
389030,KR7389030008,지니너스,KSQ,코스닥,KOSDAQ,,16
043610,KR7043610005,지니뮤직,KSQ,코스닥,KOSDAQ,,16
263860,KR7263860009,지니언스,KSQ,코스닥,KOSDAQ,,16
303030,KR7303030001,지니틱스,KSQ,코스닥,KOSDAQ,,16
036180,KR7036180008,지더블유바이텍,KSQ,코스닥,KOSDAQ,,16
208350,KR7208350009,지란지교시큐리티,KSQ,코스닥,KOSDAQ,,16
289860,KR7289860009,지슨,KNX,코넥스,KONEX,,16
144510,KR7144510005,지씨셀,KSQ,코스닥,KOSDAQ,,16
358570,KR7358570000,지아이이노베이션,KSQ,코스닥,KOSDAQ,,16
382480,KR7382480002,지아이텍,KSQ,코스닥,KOSDAQ,,16
382800,KR7382800001,지앤비에스 에코,KSQ,코스닥,KOSDAQ,,16
299480,KR7299480004,지앤이헬스케어,KNX,코넥스,KONEX,,16
051160,KR7051160000,지어소프트,KSQ,코스닥,KOSDAQ,,16
053050,KR7053050001,지에스이,KSQ,코스닥,KOSDAQ,,16
388610,KR7388610008,지에프씨생명과학,KNX,코넥스,KONEX,,16
119850,KR7119850006,지엔씨에너지,KSQ,코스닥,KOSDAQ,,16
065060,KR7065060006,지엔코,KSQ,코스닥,KOSDAQ,,16
204840,KR7204840003,지엘팜텍,KSQ,코스닥,KOSDAQ,,16
013870,KR7013870001,지엠비코리아,STK,유가증권,KOSPI,,16
071320,KR7071320006,지역난방공사,STK,유가증권,KOSPI,,16
270520,KR7270520000,지오릿에너지,KSQ,코스닥,KOSDAQ,,16
311320,KR7311320006,지오엘리먼트,KSQ,코스닥,KOSDAQ,,16
388050,KR7388050007,지투파워,KSQ,코스닥,KOSDAQ,,16
219750,KR7219750007,지티지웰니스,KSQ,코스닥,KOSDAQ,,16
088790,KR7088790001,진도,STK,유가증권,KOSPI,,16
018120,KR7018120006,진로발효,KSQ,코스닥,KOSDAQ,,16
109820,KR7109820001,진매트릭스,KSQ,코스닥,KOSDAQ,,16
086060,KR7086060001,진바이오텍,KSQ,코스닥,KOSDAQ,,16
036890,KR7036890002,진성티이씨,KSQ,코스닥,KOSDAQ,,16
363250,KR7363250002,진시스템,KSQ,코스닥,KOSDAQ,,16
003780,KR7003780004,진양산업,STK,유가증권,KOSPI,,16
007370,KR7007370000,진양제약,KSQ,코스닥,KOSDAQ,,16
010640,KR7010640001,진양폴리,STK,유가증권,KOSPI,,16
100250,KR7100250000,진양홀딩스,STK,유가증권,KOSPI,,16
051630,KR7051630002,진양화학,STK,유가증권,KOSPI,,16
272450,KR7272450008,진에어,STK,유가증권,KOSPI,,16
285800,KR7285800009,진영,KSQ,코스닥,KOSDAQ,,16
011000,KR7011000007,진원생명과학,STK,유가증권,KOSPI,,16
250030,KR7250030004,진코스텍,KNX,코넥스,KONEX,,16
002780,KR7002780005,진흥기업,STK,유가증권,KOSPI,,16
002787,KR7002782001,진흥기업2우B,STK,유가증권,KOSPI,,16
002785,KR7002781003,진흥기업우B,STK,유가증권,KOSPI,,16
233990,KR7233990001,질경이,KNX,코넥스,KONEX,,16
085660,KR7085660009,차바이오텍,KSQ,코스닥,KOSDAQ,,16
261780,KR7261780001,차백신연구소,KSQ,코스닥,KOSDAQ,,16
009310,KR7009310004,참엔지니어링,STK,유가증권,KOSPI,,16
094850,KR7094850005,참좋은여행,KSQ,코스닥,KOSDAQ,,16
004650,KR7004650008,창해에탄올,KSQ,코스닥,KOSDAQ,,16
278280,KR7278280003,천보,KSQ,코스닥,KOSDAQ GLOBAL,,16
000650,KR7000650002,천일고속,STK,유가증권,KOSPI,,16
362320,KR7362320004,청담글로벌,KSQ,코스닥,KOSDAQ,,16
012600,KR7012600003,청호ICT,STK,유가증권,KOSPI,,16
066360,KR7066360009,체리부로,KSQ,코스닥,KOSDAQ,,16
033250,KR7033250002,체시스,STK,유가증권,KOSPI,,16
047820,KR7047820006,초록뱀미디어,KSQ,코스닥,KOSDAQ,,16
094360,KR7094360005,칩스앤미디어,KSQ,코스닥,KOSDAQ,,16
016790,KR7016790008,카나리아바이오,KSQ,코스닥,KOSDAQ,,16
016920,KR7016920001,카스,KSQ,코스닥,KOSDAQ,,16
284620,KR7284620002,카이노스메드,KSQ,코스닥,KOSDAQ,,16
446600,KR7446600009,카이바이오텍,KNX,코넥스,KONEX,,16
035720,KR7035720002,카카오,STK,유가증권,KOSPI,,16
293490,KR7293490009,카카오게임즈,KSQ,코스닥,KOSDAQ GLOBAL,,16
323410,KR7323410001,카카오뱅크,STK,유가증권,KOSPI,,16
377300,KR7377300009,카카오페이,STK,유가증권,KOSPI,,16
042000,KR7042000000,카페24,KSQ,코스닥,KOSDAQ,,16
006380,KR7006380000,카프로,STK,유가증권,KOSPI,,16
317530,KR7317530004,캐리소프트,KSQ,코스닥,KOSDAQ,,16
071850,KR7071850002,캐스텍코리아,KSQ,코스닥,KOSDAQ,,16
050110,KR7050110006,캠시스,KSQ,코스닥,KOSDAQ,,16
452300,KR7452300007,캡스톤파트너스,KSQ,코스닥,KOSDAQ,,16
119860,KR7119860005,커넥트웨이브,KSQ,코스닥,KOSDAQ,,16
223310,KR7223310004,커머스마이너,KSQ,코스닥,KOSDAQ,,16
109070,KR7109070003,컨버즈,STK,유가증권,KOSPI,,16
451760,KR7451760003,컨텍,KSQ,코스닥,KOSDAQ,,16
900310,HK0000341732,컬러레이,KSQ,코스닥,KOSDAQ,,16
078340,KR7078340007,컴투스,KSQ,코스닥,KOSDAQ,,16
063080,KR7063080006,컴투스홀딩스,KSQ,코스닥,KOSDAQ,,16
307930,KR7307930008,컴퍼니케이,KSQ,코스닥,KOSDAQ,,16
079190,KR7079190005,케스피온,KSQ,코스닥,KOSDAQ,,16
263700,KR7263700007,케어랩스,KSQ,코스닥,KOSDAQ,,16
214370,KR7214370009,케어젠,KSQ,코스닥,KOSDAQ,,16
221980,KR7221980006,케이디켐,KSQ,코스닥,KOSDAQ,,16
038530,KR7038530002,케이바이오,KSQ,코스닥,KOSDAQ,,16
001620,KR7001620004,케이비아이동국실업,STK,유가증권,KOSPI,,16
424140,KR7424140002,케이비제21호스팩,KSQ,코스닥,KOSDAQ,,16
436530,KR7436530000,케이비제22호스팩,KSQ,코스닥,KOSDAQ,,16
192250,KR7192250009,케이사인,KSQ,코스닥,KOSDAQ,,16
029460,KR7029460003,케이씨,STK,유가증권,KOSPI,,16
115500,KR7115500001,케이씨에스,KSQ,코스닥,KOSDAQ,,16
281820,KR7281820001,케이씨텍,STK,유가증권,KOSPI,,16
089150,KR7089150007,케이씨티,KSQ,코스닥,KOSDAQ,,16
025880,KR7025880006,케이씨피드,KSQ,코스닥,KOSDAQ,,16
093320,KR7093320000,케이아이엔엑스,KSQ,코스닥,KOSDAQ,,16
093640,KR7093640001,케이알엠,KSQ,코스닥,KOSDAQ,,16
073010,KR7073010001,케이에스피,KSQ,코스닥,KOSDAQ,,16
105330,KR7105330005,케이엔더블유,KSQ,코스닥,KOSDAQ,,16
053080,KR7053080008,케이엔솔,KSQ,코스닥,KOSDAQ,,16
432470,KR7432470003,케이엔에스,KSQ,코스닥,KOSDAQ,,16
272110,KR7272110008,케이엔제이,KSQ,코스닥,KOSDAQ,,16
039420,KR7039420005,케이엘넷,KSQ,코스닥,KOSDAQ,,16
083550,KR7083550004,케이엠,KSQ,코스닥,KOSDAQ,,16
032500,KR7032500001,케이엠더블유,KSQ,코스닥,KOSDAQ,,16
225430,KR7225430008,케이엠제약,KSQ,코스닥,KOSDAQ,,16
102370,KR7102370004,케이옥션,KSQ,코스닥,KOSDAQ,,16
381970,KR7381970003,케이카,STK,유가증권,KOSPI,,16
145270,KR7145270005,케이탑리츠,STK,유가증권,KOSPI,,16
036030,KR7036030005,케이티알파,KSQ,코스닥,KOSDAQ,,16
064820,KR7064820004,케이프,KSQ,코스닥,KOSDAQ,,16
256940,KR7256940008,케이피에스,KSQ,코스닥,KOSDAQ,,16
024880,KR7024880007,케이피에프,KSQ,코스닥,KOSDAQ,,16
042040,KR7042040006,케이피엠테크,KSQ,코스닥,KOSDAQ,,16
054410,KR7054410006,케이피티유,KSQ,코스닥,KOSDAQ,,16
258610,KR7258610005,케일럼,KSQ,코스닥,KOSDAQ,,16
274090,KR7274090000,켄코아에어로스페이스,KSQ,코스닥,KOSDAQ,,16
402420,KR7402420004,켈스,KNX,코넥스,KONEX,,16
089010,KR7089010003,켐트로닉스,KSQ,코스닥,KOSDAQ,,16
220260,KR7220260004,켐트로스,KSQ,코스닥,KOSDAQ,,16
176590,KR7176590008,코나솔,KNX,코넥스,KONEX,,16
052400,KR7052400009,코나아이,KSQ,코스닥,KOSDAQ,,16
402030,KR7402030001,코난테크놀로지,KSQ,코스닥,KOSDAQ,,16
391710,KR7391710001,코닉오토메이션,KSQ,코스닥,KOSDAQ,,16
046070,KR7046070009,코다코,KSQ,코스닥,KOSDAQ,,16
047770,KR7047770003,코데즈컴바인,KSQ,코스닥,KOSDAQ,,16
080530,KR7080530009,코디,KSQ,코스닥,KOSDAQ,,16
417310,KR7417310000,코람코더원리츠,STK,유가증권,KOSPI,,16
357120,KR7357120005,코람코라이프인프라리츠,STK,유가증권,KOSPI,,16
104540,KR7104540000,코렌텍,KSQ,코스닥,KOSDAQ,,16
027050,KR7027050004,코리아나,KSQ,코스닥,KOSDAQ,,16
007815,KR7007811003,코리아써우,STK,유가증권,KOSPI,,16
007810,KR7007810005,코리아써키트,STK,유가증권,KOSPI,,16
00781K,KR700781K015,코리아써키트2우B,STK,유가증권,KOSPI,,16
190650,KR7190650002,코리아에셋투자증권,KSQ,코스닥,KOSDAQ,,16
123410,KR7123410003,코리아에프티,KSQ,코스닥,KOSDAQ,,16
003690,KR7003690005,코리안리,STK,유가증권,KOSPI,,16
036690,KR7036690006,코맥스,KSQ,코스닥,KOSDAQ,,16
049430,KR7049430002,코메론,KSQ,코스닥,KOSDAQ,,16
183300,KR7183300003,코미코,KSQ,코스닥,KOSDAQ GLOBAL,,16
041960,KR7041960006,코미팜,KSQ,코스닥,KOSDAQ,,16
089890,KR7089890008,코세스,KSQ,코스닥,KOSDAQ,,16
009730,KR7009730003,코센,KSQ,코스닥,KOSDAQ,,16
189350,KR7189350002,코셋,KNX,코넥스,KONEX,,16
082660,KR7082660002,코스나인,KSQ,코스닥,KOSDAQ,,16
192820,KR7192820009,코스맥스,STK,유가증권,KOSPI,,16
044820,KR7044820009,코스맥스비티아이,STK,유가증권,KOSPI,,16
222040,KR7222040008,코스맥스엔비티,KSQ,코스닥,KOSDAQ,,16
241710,KR7241710003,코스메카코리아,KSQ,코스닥,KOSDAQ,,16
005070,KR7005070008,코스모신소재,STK,유가증권,KOSPI,,16
005420,KR7005420005,코스모화학,STK,유가증권,KOSPI,,16
355150,KR7355150004,코스텍시스,KSQ,코스닥,KOSDAQ,,16
169670,KR7169670007,코스텍시스템,KNX,코넥스,KONEX,,16
071950,KR7071950000,코아스,STK,유가증권,KOSPI,,16
166480,KR7166480004,코아스템켐온,KSQ,코스닥,KOSDAQ,,16
045970,KR7045970001,코아시아,KSQ,코스닥,KOSDAQ,,16
196450,KR7196450001,코아시아씨엠,KSQ,코스닥,KOSDAQ,,16
384470,KR7384470001,코어라인소프트,KSQ,코스닥,KOSDAQ,,16
029960,KR7029960002,코엔텍,KSQ,코스닥,KOSDAQ,,16
002020,KR7002020006,코오롱,STK,유가증권,KOSPI,,16
003070,KR7003070000,코오롱글로벌,STK,유가증권,KOSPI,,16
003075,KR7003071008,코오롱글로벌우,STK,유가증권,KOSPI,,16
450140,KR7450140009,코오롱모빌리티그룹,STK,유가증권,KOSPI,,16
45014K,KR745014K018,코오롱모빌리티그룹우,STK,유가증권,KOSPI,,16
102940,KR7102940004,코오롱생명과학,KSQ,코스닥,KOSDAQ,,16
002025,KR7002021004,코오롱우,STK,유가증권,KOSPI,,16
120110,KR7120110002,코오롱인더,STK,유가증권,KOSPI,,16
120115,KR7120111000,코오롱인더우,STK,유가증권,KOSPI,,16
950160,KR8840120008,코오롱티슈진,KSQ,코스닥,KOSDAQ,,16
138490,KR7138490008,코오롱플라스틱,STK,유가증권,KOSPI,,16
021240,KR7021240007,코웨이,STK,유가증권,KOSPI,,16
033290,KR7033290008,코웰패션,KSQ,코스닥,KOSDAQ,,16
056360,KR7056360001,코위버,KSQ,코스닥,KOSDAQ,,16
282880,KR7282880004,코윈테크,KSQ,코스닥,KOSDAQ,,16
121850,KR7121850002,코이즈,KSQ,코스닥,KOSDAQ,,16
448710,KR7448710004,코츠테크놀로지,KSQ,코스닥,KOSDAQ,,16
015710,KR7015710007,코콤,KSQ,코스닥,KOSDAQ,,16
052330,KR7052330008,코텍,KSQ,코스닥,KOSDAQ,,16
322780,KR7322780008,코퍼스코리아,KSQ,코스닥,KOSDAQ,,16
036420,KR7036420008,콘텐트리중앙,STK,유가증권,KOSPI,,16
200130,KR7200130003,콜마비앤에이치,KSQ,코스닥,KOSDAQ GLOBAL,,16
031820,KR7031820004,콤텍시스템,STK,유가증권,KOSPI,,16
294570,KR7294570007,쿠콘,KSQ,코스닥,KOSDAQ,,16
192400,KR7192400000,쿠쿠홀딩스,STK,유가증권,KOSPI,,16
284740,KR7284740008,쿠쿠홈시스,STK,유가증권,KOSPI,,16
317690,KR7317690006,퀀타매트릭스,KSQ,코스닥,KOSDAQ,,16
078940,KR7078940004,퀀타피아,KSQ,코스닥,KOSDAQ,,16
432720,KR7432720001,퀄리타스반도체,KSQ,코스닥,KOSDAQ,,16
456190,KR7456190008,큐라켐,KNX,코넥스,KONEX,,16
365270,KR7365270008,큐라클,KSQ,코스닥,KOSDAQ,,16
348080,KR7348080003,큐라티스,KSQ,코스닥,KOSDAQ,,16
086460,KR7086460003,큐러블,KNX,코넥스,KONEX,,16
060280,KR7060280005,큐렉소,KSQ,코스닥,KOSDAQ,,16
372320,KR7372320002,큐로셀,KSQ,코스닥,KOSDAQ,,16
040350,KR7040350001,큐로컴,KSQ,코스닥,KOSDAQ,,16
051780,KR7051780005,큐로홀딩스,KSQ,코스닥,KOSDAQ,,16
115180,KR7115180002,큐리언트,KSQ,코스닥,KOSDAQ,,16
445680,KR7445680002,큐리옥스바이오시스템즈,KSQ,코스닥,KOSDAQ,,16
182360,KR7182360008,큐브엔터,KSQ,코스닥,KOSDAQ,,16
405100,KR7405100009,큐알티,KSQ,코스닥,KOSDAQ,,16
066310,KR7066310004,큐에스아이,KSQ,코스닥,KOSDAQ,,16
136660,KR7136660008,큐엠씨,KNX,코넥스,KONEX,,16
016600,KR7016600009,큐캐피탈,KSQ,코스닥,KOSDAQ,,16
355390,KR7355390006,크라우드웍스,KSQ,코스닥,KOSDAQ,,16
264900,KR7264900002,크라운제과,STK,유가증권,KOSPI,,16
